Work Item Type,Title,Description,Acceptance Criteria,Priority,Story Points,Iteration Path,Area Path,Tags,State,Parent
User Story,US-0906 · Historial y estado de órdenes,"<p>Como persona compradora, quiero consultar mis compras y su avance, para saber qué ocurrirá con cada pedido.</p><p>Depende de: US-0905</p><p>Origen: Backlog_Ejecutable · ID interno: US-0906</p>","<ol><li>Dado que tengo órdenes, cuando abro Mis compras, entonces veo número, fecha, total, tienda y estado actualizado.</li><li>Dado que cambia el estado, cuando recibo actualización, entonces la línea de tiempo conserva eventos previos.</li><li>Dado que una orden pertenece a otro usuario, cuando se consulta, entonces la API la rechaza.</li></ol>",2,5,Outfit\Sprint 16,Outfit,EP-09; Fase 3 - SaaS + IA; Historia,New,
User Story,US-0907 · Cancelación y solicitud de devolución,"<p>Como persona compradora, quiero cancelar o iniciar devolución según condiciones, para resolver una compra sin depender de llamadas.</p><p>Depende de: US-0906</p><p>Origen: Backlog_Ejecutable · ID interno: US-0907</p>","<ol><li>Dado que la orden es cancelable, cuando confirmo, entonces se solicita una vez y se informa impacto en pago y reserva.</li><li>Dado que está fuera de regla, cuando intento, entonces explica por qué y muestra canal de soporte.</li><li>Dado que inicio devolución, cuando selecciono artículo y motivo, entonces crea caso trazable sin prometer aprobación.</li></ol>",3,8,Outfit\Sprint 16,Outfit,EP-09; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-0908 · Conciliación de pagos y webhooks,"<p>Como equipo de operación, quiero procesar eventos de pago de forma idempotente y conciliable, para evitar cobros u órdenes duplicadas.</p><p>Depende de: US-0905</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0908</p>","<ol><li>Dado que llega un webhook repetido, cuando se procesa, entonces produce un solo cambio de estado.</li><li>Dado que la firma es inválida, cuando se recibe, entonces se rechaza y genera alerta.</li><li>Dado que pago y orden no coinciden, cuando corre conciliación, entonces abre incidencia y no marca completado.</li></ol>",1,8,Outfit\Sprint 16,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler,New,
User Story,US-1204 · Crear y configurar tenant,"<p>Como administrador de plataforma, quiero dar de alta una empresa, tiendas y parámetros iniciales, para operar varios clientes en la misma plataforma.</p><p>Depende de: EN-1202</p><p>Origen: Backlog_Ejecutable · ID interno: US-1204</p>","<ol><li>Dado que completo datos únicos, cuando creo tenant, entonces genera identificador, configuración y estado de onboarding.</li><li>Dado que falta información contractual, cuando intento activar, entonces permanece en borrador.</li><li>Dado que suspendo tenant, cuando confirmo, entonces bloquea accesos comerciales sin borrar datos.</li></ol>",1,8,Outfit\Sprint 17,Outfit,EP-12; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1205 · Roles por tenant,"<p>Como administrador de tienda, quiero invitar usuarios y asignar roles de propietario, administrador, editor o analista, para delegar sin compartir credenciales.</p><p>Depende de: US-1204,US-1101</p><p>Origen: Backlog_Ejecutable · ID interno: US-1205</p>","<ol><li>Dado que invito un correo, cuando acepta, entonces queda vinculado al tenant y rol indicados.</li><li>Dado que un usuario tiene varios tenants, cuando entra, entonces selecciona contexto y permisos no se mezclan.</li><li>Dado que retiro acceso, cuando confirmo, entonces se revocan sesiones y queda auditoría.</li></ol>",1,8,Outfit\Sprint 17,Outfit,EP-12; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-1206 · Aislamiento de datos multi-tenant,"<p>Como responsable de seguridad, quiero garantizar aislamiento en API, base, caché, archivos y analítica, para evitar exposición cruzada.</p><p>Depende de: US-1204,US-1205</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1206</p>","<ol><li>Dado que un usuario del tenant A modifica un identificador, cuando consulta tenant B, entonces todas las capas rechazan sin revelar existencia.</li><li>Dado que corren pruebas de aislamiento, cuando finalizan, entonces cubren lectura, escritura, búsqueda, archivos, exportación y jobs.</li><li>Dado que falta tenant en contexto, cuando se procesa una operación, entonces falla cerrado.</li></ol>",1,13,Outfit\Sprint 17,Outfit,EP-12; Fase 3 - SaaS + IA; Enabler; multitenancy; security,New,
User Story,US-1207 · Marca y configuración por tienda,"<p>Como administrador de tienda, quiero configurar logo, colores, moneda, políticas y canales, para ofrecer experiencia coherente con la marca.</p><p>Depende de: EN-1206</p><p>Origen: Backlog_Ejecutable · ID interno: US-1207</p>","<ol><li>Dado que subo logo y paleta válida, cuando previsualizo, entonces veo contraste y aplicación antes de publicar.</li><li>Dado que un color no cumple accesibilidad, cuando guardo, entonces se rechaza o propone alternativa.</li><li>Dado que publico configuración, cuando la app la recibe, entonces aplica por tenant sin reinicio y con fallback seguro.</li></ol>",2,8,Outfit\Sprint 17,Outfit,EP-12; Fase 3 - SaaS + IA; Historia,New,
User Story,"US-1603 · Planes, prueba y límites","<p>Como administrador comercial, quiero definir planes con tiendas, usuarios, catálogo, IA y analítica, para vender un producto sostenible.</p><p>Depende de: US-1204</p><p>Origen: Backlog_Ejecutable · ID interno: US-1603</p>","<ol><li>Dado que creo un plan, cuando publico, entonces define precio, moneda, ciclo, límites y funciones.</li><li>Dado que un tenant inicia prueba, cuando se activa, entonces registra inicio, fin y funciones sin cobro.</li><li>Dado que alcanza un límite, cuando intenta exceder, entonces se bloquea con mensaje y opción de cambio de plan.</li></ol>",1,8,Outfit\Sprint 18,Outfit,EP-16; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1604 · Facturación de suscripción,"<p>Como propietario de tienda, quiero registrar medio de pago y consultar facturas, para mantener activo el servicio.</p><p>Depende de: US-1603,EN-0908</p><p>Origen: Backlog_Ejecutable · ID interno: US-1604</p>","<ol><li>Dado que selecciono plan, cuando confirmo pago, entonces se crea suscripción sin almacenar datos completos de tarjeta.</li><li>Dado que el cobro falla, cuando se procesa, entonces aplica período de gracia y notifica sin suspender de inmediato.</li><li>Dado que cancelo, cuando confirmo, entonces informa fecha efectiva, exportación y retención.</li></ol>",2,8,Outfit\Sprint 18,Outfit,EP-16; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1605 · Onboarding autoservicio de comercios,"<p>Como propietario de tienda, quiero completar configuración mediante checklist, para publicar un primer catálogo sin consultoría extensa.</p><p>Depende de: US-1207,US-1603</p><p>Origen: Backlog_Ejecutable · ID interno: US-1605</p>","<ol><li>Dado que entro por primera vez, cuando abro onboarding, entonces veo pasos, progreso y responsable.</li><li>Dado que termino datos, usuarios, tienda y catálogo mínimo, cuando solicito activación, entonces ejecuta validación y muestra pendientes.</li><li>Dado que abandono, cuando regreso, entonces continúa en el último paso válido.</li></ol>",2,5,Outfit\Sprint 18,Outfit,EP-16; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-1606 · Medición y control de costos variables,"<p>Como equipo financiero, quiero atribuir almacenamiento, IA, imágenes y tráfico por tenant, para proteger margen y detectar abuso.</p><p>Depende de: US-1603,EN-1506</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1606</p>","<ol><li>Dado que se consume un recurso medido, cuando se procesa, entonces registra cantidad, unidad, tenant y función sin datos personales.</li><li>Dado que el costo proyectado supera presupuesto, cuando se monitorea, entonces alerta y puede limitar funciones no críticas.</li><li>Dado que se cierra el período, cuando se concilia, entonces el total por tenant coincide con proveedores dentro de tolerancia.</li></ol>",1,8,Outfit\Sprint 18,Outfit,EP-16; Fase 3 - SaaS + IA; Enabler; finops; quotas,New,
User Story,EN-1302 · Taxonomía de eventos y calidad de datos,"<p>Como equipo de analítica, quiero definir eventos, propiedades y reglas de privacidad, para producir métricas comparables.</p><p>Depende de: EN-1501,EN-1506</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1302</p>","<ol><li>Dado que un equipo agrega evento, cuando lo propone, entonces documenta nombre, disparador, propiedades, finalidad y propietario.</li><li>Dado que el payload incumple esquema, cuando se valida, entonces se rechaza o cuarentena con alerta.</li><li>Dado que una propiedad es sensible, cuando se revisa, entonces queda prohibida o se transforma antes del envío.</li></ol>",1,8,Outfit\Sprint 19,Outfit,EP-13; Fase 3 - SaaS + IA; Enabler; analytics; data-contract,New,
User Story,US-1303 · Dashboard de embudo y conversión,"<p>Como gerente de tienda, quiero ver visitas, talla, prueba, carrito y compra por período, para detectar dónde se pierden ventas.</p><p>Depende de: EN-1302,US-0905</p><p>Origen: Backlog_Ejecutable · ID interno: US-1303</p>","<ol><li>Dado que elijo período y tienda, cuando cargo dashboard, entonces muestra usuarios y conversiones por etapa con definición visible.</li><li>Dado que el volumen es bajo, cuando se presenta, entonces protege privacidad suprimiendo segmentos pequeños.</li><li>Dado que hago clic en una caída, cuando exploro, entonces puedo segmentar por canal, categoría y versión permitidos.</li></ol>",1,8,Outfit\Sprint 19,Outfit,EP-13; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1304 · Mapa de tallas y demanda,"<p>Como comprador de inventario, quiero analizar medidas agregadas, tallas solicitadas y stock, para ajustar compras futuras.</p><p>Depende de: EN-1302,US-0404</p><p>Origen: Backlog_Ejecutable · ID interno: US-1304</p>","<ol><li>Dado que consulto categoría y tienda, cuando se calcula, entonces muestra distribución agregada sin perfiles identificables.</li><li>Dado que una talla tiene demanda y poco stock, cuando se analiza, entonces resalta brecha con período y volumen.</li><li>Dado que no hay muestra suficiente, cuando se visualiza, entonces oculta el segmento y explica el umbral.</li></ol>",2,8,Outfit\Sprint 19,Outfit,EP-13; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1305 · Devoluciones y exportación,"<p>Como gerente de operaciones, quiero comparar devoluciones con talla recomendada y exportar resultados, para evaluar impacto real y trabajar en otras herramientas.</p><p>Depende de: US-1303,US-0907</p><p>Origen: Backlog_Ejecutable · ID interno: US-1305</p>","<ol><li>Dado que existen devoluciones integradas, cuando abro análisis, entonces muestra tasa, motivo y relación con recomendación sin afirmar causalidad.</li><li>Dado que exporto, cuando confirmo filtros, entonces genera CSV con período, definiciones y zona horaria.</li><li>Dado que no tengo permiso, cuando intento exportar, entonces se rechaza y audita.</li></ol>",2,8,Outfit\Sprint 19,Outfit,EP-13; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-0406 · Interfaz de adaptadores ERP,"<p>Como arquitecto de integración, quiero definir un contrato común para inventario, precio, producto y orden, para conectar comercios sin contaminar el dominio.</p><p>Depende de: EN-1201,US-1104</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0406</p>","<ol><li>Dado que se crea un conector, cuando implementa el contrato, entonces mapea identificadores, estados, fechas y errores de forma normalizada.</li><li>Dado que el ERP agrega un campo, cuando cambia el adaptador, entonces el dominio y la app permanecen estables.</li><li>Dado que un mensaje no puede mapearse, cuando se procesa, entonces va a cuarentena con causa y referencia.</li></ol>",1,8,Outfit\Sprint 20,Outfit,EP-04; Fase 3 - SaaS + IA; Enabler,New,
User Story,EN-0407 · Webhooks de inventario y precio,"<p>Como sistema de tienda, quiero notificar cambios a VístIA, para mantener disponibilidad casi en tiempo real.</p><p>Depende de: EN-0406,EN-1206</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0407</p>","<ol><li>Dado que llega un evento firmado, cuando se valida, entonces actualiza la entidad correcta una sola vez.</li><li>Dado que llega fuera de orden, cuando se compara versión, entonces no sobrescribe un dato más reciente.</li><li>Dado que la firma o tenant son inválidos, cuando se recibe, entonces se rechaza y alerta.</li></ol>",1,8,Outfit\Sprint 20,Outfit,EP-04; Fase 3 - SaaS + IA; Enabler,New,
User Story,"EN-0408 · Reintentos, idempotencia y cola de fallos","<p>Como equipo de integración, quiero procesar fallos transitorios sin duplicar operaciones, para aumentar confiabilidad de integraciones.</p><p>Depende de: EN-0407</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0408</p>","<ol><li>Dado que un destino falla temporalmente, cuando se reintenta, entonces usa backoff, límite y misma clave idempotente.</li><li>Dado que excede reintentos, cuando se mueve, entonces queda en cola de fallos con alerta y herramienta de reproceso.</li><li>Dado que se reprocesa, cuando termina, entonces actualiza estado sin duplicar.</li></ol>",1,8,Outfit\Sprint 20,Outfit,EP-04; Fase 3 - SaaS + IA; Enabler; resilience; idempotency,New,
User Story,EN-0409 · Reconciliación programada de inventario,"<p>Como equipo de operación, quiero comparar VístIA con la fuente maestra, para corregir desvíos no cubiertos por eventos.</p><p>Depende de: EN-0408</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0409</p>","<ol><li>Dado que corre el job, cuando compara, entonces reporta faltantes, excedentes y versiones divergentes.</li><li>Dado que la diferencia es segura de corregir, cuando aplica, entonces actualiza con trazabilidad.</li><li>Dado que la diferencia es ambigua, cuando finaliza, entonces abre incidencia y no sobrescribe.</li></ol>",2,5,Outfit\Sprint 20,Outfit,EP-04; Fase 3 - SaaS + IA; Enabler,New,
User Story,US-1401 · Sesión invitada en kiosco,"<p>Como cliente en tienda, quiero iniciar una prueba sin dejar mi cuenta abierta, para usar el espejo con privacidad.</p><p>Depende de: US-0610,EN-1206</p><p>Origen: Backlog_Ejecutable · ID interno: US-1401</p>","<ol><li>Dado que el kiosco está libre, cuando inicio, entonces crea sesión temporal aislada y muestra aviso de privacidad.</li><li>Dado que no hay actividad, cuando vence el tiempo, entonces advierte y luego elimina la sesión visible.</li><li>Dado que el kiosco reinicia, cuando vuelve, entonces no restaura imágenes ni datos del cliente anterior.</li></ol>",1,8,Outfit\Sprint 21,Outfit,EP-14; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1402 · Emparejamiento seguro por QR,"<p>Como persona usuaria, quiero vincular temporalmente mi avatar móvil con un kiosco, para continuar mi experiencia en tienda.</p><p>Depende de: US-1401,US-0302</p><p>Origen: Backlog_Ejecutable · ID interno: US-1402</p>","<ol><li>Dado que escaneo un QR vigente, cuando confirmo en el móvil, entonces el kiosco recibe un token de sesión limitado, no mis credenciales.</li><li>Dado que el QR venció o ya se usó, cuando intento, entonces se rechaza y solicita uno nuevo.</li><li>Dado que termino, cuando cierro desde cualquier dispositivo, entonces se revoca el vínculo en ambos.</li></ol>",1,8,Outfit\Sprint 21,Outfit,EP-14; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1403 · Continuar look del kiosco en móvil,"<p>Como cliente en tienda, quiero enviar el look, stock y tienda a mi celular, para guardar o comprar después.</p><p>Depende de: US-1402,US-0904</p><p>Origen: Backlog_Ejecutable · ID interno: US-1403</p>","<ol><li>Dado que el kiosco está emparejado, cuando pulso Continuar en móvil, entonces recibo deep link con identificadores temporales.</li><li>Dado que abro el enlace, cuando mi sesión es válida, entonces veo el look y stock actualizado.</li><li>Dado que no tengo la app, cuando abro, entonces llego a web o tienda de aplicaciones sin exponer datos.</li></ol>",2,5,Outfit\Sprint 21,Outfit,EP-14; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-1404 · Borrado verificable de sesión física,"<p>Como responsable de privacidad, quiero limpiar caché, imágenes, tokens y pantalla al finalizar, para evitar exposición al siguiente cliente.</p><p>Depende de: US-1401,EN-1505</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1404</p>","<ol><li>Dado que termina o vence sesión, cuando corre limpieza, entonces elimina datos locales y remotos temporales dentro del SLA.</li><li>Dado que una eliminación falla, cuando se detecta, entonces bloquea el kiosco y alerta soporte.</li><li>Dado que se audita, cuando se revisa, entonces existe evidencia técnica sin conservar el contenido del usuario.</li></ol>",1,8,Outfit\Sprint 21,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler,New,
User Story,SP-0306 · I+D de body scan avanzado,"<p>Como equipo de investigación, quiero evaluar depth/LiDAR y alternativas para reconstrucción corporal, para determinar viabilidad, cobertura y costo reales.</p><p>Depende de: SP-0304,EN-0613</p><p>Origen: Backlog_Ejecutable · ID interno: SP-0306</p>","<ol><li>Dado que existe protocolo aprobado, cuando se prueban dispositivos, entonces mide error, tiempo, fallos y cobertura de mercado.</li><li>Dado que el método requiere hardware limitado, cuando se concluye, entonces cuantifica porcentaje elegible y fallback.</li><li>Dado que termina el estudio, cuando se revisa, entonces produce go/no-go y requisitos de privacidad.</li></ol>",3,13,Outfit\Sprint 22,Outfit,EP-03; Fase 3 - SaaS + IA; Spike; research; depth; lidar,New,
User Story,SP-0615 · I+D de física de tela,"<p>Como equipo de investigación, quiero probar simulación de caída para tejidos y cuerpos seleccionados, para separar una visualización estética de un ajuste verificable.</p><p>Depende de: SP-0606,SP-0306</p><p>Origen: Backlog_Ejecutable · ID interno: SP-0615</p>","<ol><li>Dado que hay activos con propiedades de tejido, cuando simula, entonces documenta rendimiento y calidad por categoría.</li><li>Dado que compara con prendas reales, cuando evalúa, entonces mide discrepancias con protocolo repetible.</li><li>Dado que no cumple precisión o costo, cuando decide, entonces no se comercializa como ajuste real.</li></ol>",3,13,Outfit\Sprint 22,Outfit,EP-06; Fase 3 - SaaS + IA; Spike; research; cloth-simulation,New,
User Story,EN-0616 · Benchmark de precisión y etiquetado de confianza,"<p>Como equipo de calidad, quiero comparar talla, overlay, AR y escaneo contra referencias, para publicar solo afirmaciones respaldadas.</p><p>Depende de: SP-0306,SP-0615</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0616</p>","<ol><li>Dado que se evalúa una función, cuando corre benchmark, entonces reporta precisión, intervalo, muestra, dispositivo y versión.</li><li>Dado que no cumple umbral, cuando se publica, entonces la función queda beta, limitada o bloqueada.</li><li>Dado que el resultado se muestra al usuario, cuando se renderiza, entonces usa etiqueta coherente con evidencia y limitaciones.</li></ol>",1,8,Outfit\Sprint 22,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler,New,
User Story,EN-0708 · Evaluación continua de recomendaciones,"<p>Como equipo de IA, quiero ejecutar un conjunto de casos antes de cambiar modelo, reglas o prompt, para reducir regresiones y sesgos.</p><p>Depende de: EN-0707,EN-0616</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0708</p>","<ol><li>Dado que cambia un componente de IA, cuando corre evaluación, entonces mide relevancia, stock, restricciones, seguridad, costo y latencia.</li><li>Dado que falla un umbral, cuando finaliza, entonces bloquea el despliegue o exige excepción aprobada.</li><li>Dado que se aprueba, cuando se despliega, entonces conserva versión y comparación.</li></ol>",1,8,Outfit\Sprint 22,Outfit,EP-07; Fase 3 - SaaS + IA; Enabler; ai-evals; quality,New,
User Story,EN-1507 · Prueba de penetración y remediación,"<p>Como responsable de seguridad, quiero evaluar app, API, portal, multi-tenant, pagos y kiosco, para cerrar vulnerabilidades antes del lanzamiento.</p><p>Depende de: EN-1206,EN-0908,EN-1404</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1507</p>","<ol><li>Dado que inicia pentest, cuando se ejecuta, entonces cubre autenticación, autorización, aislamiento, archivos, API y lógica crítica.</li><li>Dado que hay hallazgo crítico o alto, cuando se triage, entonces tiene propietario, fecha y bloquea producción hasta remediación validada.</li><li>Dado que se corrige, cuando se reevalúa, entonces la evidencia confirma cierre.</li></ol>",1,13,Outfit\Sprint 23,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler; pentest; security,New,
User Story,"EN-1508 · Backup, restauración y continuidad","<p>Como equipo de operación, quiero restaurar datos y servicio dentro de objetivos acordados, para recuperarse de incidentes sin improvisar.</p><p>Depende de: EN-1202,EN-1506</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1508</p>","<ol><li>Dado que corre backup, cuando finaliza, entonces está cifrado, monitoreado y sujeto a retención.</li><li>Dado que se ejecuta simulacro, cuando restaura, entonces cumple RPO/RTO y verifica consistencia.</li><li>Dado que falla, cuando termina, entonces genera alerta y plan de remediación.</li></ol>",1,8,Outfit\Sprint 23,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler; backup; disaster-recovery,New,
User Story,EN-1509 · Auditoría final de privacidad y accesibilidad,"<p>Como Product Owner, quiero validar consentimientos, derechos, retención, transferencias y flujos accesibles, para publicar con riesgos conocidos y tratados.</p><p>Depende de: EN-1507,EN-1508</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1509</p>","<ol><li>Dado que se revisa producción, cuando audita, entonces traza cada dato y finalidad hasta consentimiento, control y retención.</li><li>Dado que se prueban flujos críticos, cuando usa ayudas técnicas, entonces no quedan defectos bloqueantes de accesibilidad.</li><li>Dado que existe hallazgo crítico, cuando se decide lanzamiento, entonces queda bloqueado hasta cierre o decisión formal de no lanzar.</li></ol>",1,8,Outfit\Sprint 23,Outfit,EP-15; Fase 3 - SaaS + IA; Enabler,New,
User Story,"EN-1607 · Lanzamiento, SLA y soporte estable","<p>Como equipo de producto, quiero publicar con checklist, rollout, soporte y métricas de negocio, para operar VístIA como producto y no como demo.</p><p>Depende de: EN-1509,EN-1606</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1607</p>","<ol><li>Dado que la candidata cumple gates, cuando se publica, entonces usa rollout progresivo, notas, monitoreo y rollback.</li><li>Dado que un tenant reporta incidente, cuando se clasifica, entonces aplica SLA, responsable, comunicación y cierre documentado.</li><li>Dado que finaliza el primer ciclo, cuando se revisan métricas, entonces se decide inversión del siguiente trimestre con evidencia.</li></ol>",1,8,Outfit\Sprint 23,Outfit,EP-16; Fase 3 - SaaS + IA; Enabler; launch; sla; support,New,
User Story,US-1701 · Crear y aprovisionar una empresa,"<p>Como super administrador de plataforma, quiero crear una empresa con su plan, su dominio y su primer usuario propietario, para que empiece a operar sin que ingeniería toque la base de datos.</p><p>Depende de: US-1204, EN-1206</p><p>Origen: doc 08 · ID interno: US-1701</p>","<ol><li>Dado que soy super administrador autenticado con MFA vigente, cuando abro Nueva empresa y diligencio razón social, NIT/identificación fiscal, país, moneda, subdominio, plan y correo del propietario, entonces el sistema crea el tenant en estado PROVISIONING y muestra el progreso paso a paso.</li><li>Dado que el aprovisionamiento termina correctamente, cuando consulto la empresa, entonces está en estado ACTIVE, tiene su esquema de datos aislado, sus cuotas del plan aplicadas, su tema visual por defecto y un usuario TENANT_OWNER invitado por correo con enlace de un solo uso válido 72 h.</li><li>Dado que el subdominio o la identificación fiscal ya existen, cuando intento crear la empresa, entonces el sistema rechaza la creación con mensaje específico e indica cuál campo colisiona, sin crear registros parciales.</li><li>Dado que un paso del aprovisionamiento falla, cuando el proceso se interrumpe, entonces el tenant queda en estado PROVISIONING_FAILED, no es accesible por nadie, se registra la causa y existe una acción explícita de reintento idempotente.</li><li>Dado que la empresa se creó, cuando consulto el log de auditoría global, entonces existe un registro con actor, motivo, marca de tiempo, IP y el estado inicial completo del tenant.</li></ol>",1,8,Outfit\Sprint 17,Outfit,EP-17; Fase 3; Historia; Nueva 31-ago-2026,New,
User Story,"US-1702 · Suspender, reactivar y eliminar una empresa","<p>Como super administrador, quiero suspender, reactivar o eliminar una empresa respetando la retención contractual, para gestionar impagos y bajas sin destruir datos que aún debo conservar.</p><p>Depende de: US-1701</p><p>Origen: doc 08 · ID interno: US-1702</p>","<ol><li>Dado un tenant ACTIVE, cuando lo suspendo indicando motivo, entonces sus usuarios administrativos ven una pantalla de cuenta suspendida al iniciar sesión, su catálogo deja de aparecer en la app de consumidor, y sus datos se conservan íntegros.</li><li>Dado un tenant SUSPENDED, cuando lo reactivo, entonces recupera exactamente el estado previo (catálogo publicado, usuarios, configuración, cuotas) sin acción manual adicional.</li><li>Dado un tenant que solicita baja, cuando ejecuto eliminar, entonces el sistema exige confirmación escribiendo la razón social, pasa el tenant a PENDING_DELETION con la fecha de purga calculada según el período de retención del contrato, y notifica al propietario.</li><li>Dado un tenant en PENDING_DELETION dentro del período de retención, cuando el propietario o el super administrador cancela la baja, entonces el tenant vuelve a SUSPENDED sin pérdida de datos.</li><li>Dado que vence el período de retención, cuando corre el trabajo de purga, entonces se eliminan datos personales y de catálogo, se conservan únicamente los registros de facturación y auditoría exigidos por ley, y se genera un certificado de borrado descargable.</li><li>Dado cualquiera de estas transiciones, cuando se ejecuta, entonces queda registrada en auditoría con actor, motivo y estado anterior/posterior.</li></ol>",1,8,Outfit\Sprint 17,Outfit,EP-17; Fase 3; Historia; Nueva 31-ago-2026,New,
User Story,US-1703 · Editor de tema visual por empresa,"<p>Como super administrador o dueño de empresa, quiero definir colores, tipografía, logo, radios, densidad y modo oscuro de mi tienda, para que la aplicación se vea como mi marca sin pedir un despliegue.</p><p>Depende de: US-1701, EN-1903</p><p>Origen: doc 08 · ID interno: US-1703</p>","<ol><li>Dado que abro el editor de tema, cuando modifico el color de acento, la tipografía, el radio de esquina, la densidad o el logo, entonces veo una previsualización en vivo de al menos tres pantallas reales (catálogo, detalle de producto, probador) en modo claro y oscuro.</li><li>Dado que elijo una combinación de color, cuando el contraste de texto sobre fondo cae por debajo de 4,5:1 (o 3:1 en elementos no textuales), entonces el editor lo señala con la razón calculada y no permite publicar hasta corregirlo (RN-026).</li><li>Dado que el tema incumple el contraste, cuando pido corregir automáticamente, entonces el sistema propone el valor de luminosidad más cercano que sí cumple, explicando el cambio.</li><li>Dado que subo un logo, cuando el archivo no es SVG/PNG, supera 512 KB o no tiene versión para fondo oscuro, entonces el sistema lo rechaza indicando el requisito incumplido.</li><li>Dado un tema válido, cuando publico, entonces se versiona, se aplica a web, app móvil y kiosco de ese tenant en menos de 5 minutos sin desplegar código, y queda disponible la opción de revertir a la versión anterior.</li><li>Dado un tema publicado, cuando navego por carrito, pago o navegación principal, entonces estos conservan la paleta base de la plataforma independientemente del tema del tenant (RN-027).</li><li>Dado que el tenant no ha configurado tema, cuando un usuario abre la aplicación, entonces se aplica el tema por defecto de la plataforma sin errores ni parpadeo.</li></ol>",1,13,Outfit\Sprint 17,Outfit,EP-17; Fase 3; Historia; Nueva 31-ago-2026,New,
User Story,US-1704 · Editor de animaciones y micro-interacciones,"<p>Como super administrador, quiero elegir el nivel y estilo de animación de la aplicación por empresa, para ajustar la personalidad de marca sin comprometer rendimiento ni accesibilidad.</p><p>Depende de: US-1703</p><p>Origen: doc 08 · ID interno: US-1704</p>","<ol><li>Dado que abro el editor, cuando selecciono un preajuste (ninguna, sutil, estándar, expresiva), entonces la previsualización muestra transición de pantalla, aparición de tarjeta, retroalimentación de botón y animación del splash con ese preajuste.</li><li>Dado un preajuste, cuando ajusto duración y curva de una transición, entonces el sistema impide valores fuera del rango permitido (duración 80–600 ms) explicando el límite.</li><li>Dado que el dispositivo del usuario tiene activada la reducción de movimiento del sistema, cuando abro la aplicación, entonces se ignora el preajuste del tenant y se usan transiciones de opacidad únicamente (RNF-06).</li><li>Dado un preajuste expresiva, cuando se mide en un dispositivo de gama baja de la matriz, entonces no se pierden fotogramas por encima del presupuesto definido; si se pierden, el sistema degrada automáticamente a sutil y lo registra.</li><li>Dado un cambio de configuración de animación, cuando se publica, entonces queda versionado y auditado igual que el tema visual.</li></ol>",3,8,Outfit\Sprint 17,Outfit,EP-17; Fase 3; Historia; Nueva 31-ago-2026,New,
